PbQvX0TjRVQ,Flip-Side (Sandy's Interlude),https://p320.djpunjab.is/data/320/58033/308247/Flip-Side (Sandys Interlude) - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
cWIGUPQqnSk,For A Reason,https://p320.djpunjab.is/data/320/58033/308244/For A Reason - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
ZOSz3QMUAUc,HIM.,https://p320.djpunjab.is/data/320/58033/308249/HIM. - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
z-whrTgHwhk,I Really Do...,https://p320.djpunjab.is/data/320/58033/308245/I Really Do... - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
66ZCzbiyKCs,I'ma Do My Thiiing,https://p320.djpunjab.is/data/320/58033/308250/Ima Do My Thiiing - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
yFRF4RXXT14,Gabhru!,https://p320.djpunjab.is/data/320/58033/308248/MF Gabhru! - Karan Aujla.mp3,https://lh3.googleusercontent.com/xH8TdDDq05BIwvMPOYZ67VV-0EQVgK_TS3L5Sl0y-oZDVsxX2w0JBTBDrYHQz9NbkECLp6ieDSN4w3eQ=w544-h544-l90-rj
Ypykr9W5a6w,P-POP CULTURE,https://p320.djpunjab.is/data/320/58033/308253/P-POP CULTURE - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
rlf48XUyjng,You're U Tho,https://p320.djpunjab.is/data/320/58033/308242/Youre U Tho - Karan Aujla.mp3,https://lh3.googleusercontent.com/BzOBERVwxHIkVDpePVN8mnT0MID3cySSHcZvY84FHusBL78dxkdpWBBk8o4O5e8BaenNlHKlI9fWb_Rccw=w544-h544-l90-rj
RrHxQKcw72g,At Peace,https://s320.djpunjab.is/data/320/57673/307649/At Peace - Karan Aujla.mp3,https://lh3.googleusercontent.com/nmF6MF-U6Lj02AgLaHOmyAI9UXdTiUTdLNfBPw4FbEwVyUArX9KHmwYc36GoHb-RVIOrSyfl1CC6tQ=w544-h544-l90-rj
hAsQhAYje_I,Courtside,https://s320.djpunjab.is/data/320/57478/307374/Courtside (Original) - Karan Aujla.mp3,https://lh3.googleusercontent.com/5cqb_FFeAPbzvatQ5WU8DQMsa6YZcDrFElVDXp-qJLI9mKt8un_JB1iT7moGJlnK3_0Zuelt66hScpEz=w544-h544-l90-rj
dfNVGTyhjJk,48 Rhymes,https://s320.djpunjab.is/data/320/57254/307058/48 Rhymes - Karan Aujla.mp3,https://lh3.googleusercontent.com/mJ3eTVwXpzfRrLuLFOY0136roP6hgI3hfH0-O4noq3uchWnqbxcBJftuWY0kntJiek47l6bdef-Kh6Y4ug=w544-h544-l90-rj
F2cugaURDHc,Tell Me,https://s320.djpunjab.is/data/320/57066/306753/Tell Me - Karan Aujla.mp3,https://lh3.googleusercontent.com/NwoeFsd7KUJf31DHWvnLJjvf3Rq4wxioMGmdPMoDKZN7WNBHH6hu7qiFENKrN-qbW48KV0nyY1FiPv6g=w544-h544-l90-rj
dNt3fcVmK88,Scary Hours,https://s320.djpunjab.is/data/320/57038/306725/Scary Hours - Karan Aujla.mp3,https://lh3.googleusercontent.com/nH2R_LPbDqF99CZZg2fKz3X_h6Rn-VWM2gnZ3Z6FVXpwFhN0DFUQAh_C6enLHaEJj4wRpiFbcVz9zYem6A=w544-h544-l90-rj
p5YzZLUyIZA,Aaye Haaye (feat. Nora Fatehi),https://s320.djpunjab.is/data/320/56657/306190/Aaye Haaye - Karan Aujla.mp3,https://lh3.googleusercontent.com/eyuBleEs_cm-hlIqvC181gVUD4DI-QiSqzVx-S3tly3GZcVDBHZagOYS8l__n2J-yn2bajNL0NNfOq5Jnw=w544-h544-l90-rj
sM7-oYA__fk,Sifar Safar,https://s320.djpunjab.is/data/320/56396/305777/Sifar Safar - Karan Aujla.mp3,https://lh3.googleusercontent.com/iXq3_o0j4i_DIkYlHiQbrPkcpCTKVSTvKhCF0jV_Uu0PpH9YXj0aPR55bkNDxmF53rR7_D-snY40Q31y=w544-h544-l90-rj
rXoReWNm8Zo,Antidote,https://p320.djpunjab.is/data/320/55771/304866/ANTIDOTE - Karan Aujla.mp3,https://lh3.googleusercontent.com/hM_cAPbpZC2IAMilLJHSZ_ALUpF2vih1XwzgINDR0so2vRW3OCyTmxVTN0eMzSfoNUb4S8j5X-uNJsAg=w544-h544-l90-rj
NOziyT1Qrpg,IDK HOW,https://p320.djpunjab.is/data/320/55771/304867/IDK HOW - Karan Aujla.mp3,https://lh3.googleusercontent.com/hM_cAPbpZC2IAMilLJHSZ_ALUpF2vih1XwzgINDR0so2vRW3OCyTmxVTN0eMzSfoNUb4S8j5X-uNJsAg=w544-h544-l90-rj
wSTYGmZuL_0,Who They?,https://p320.djpunjab.is/data/320/55771/304868/WHO THEY - Karan Aujla.mp3,https://lh3.googleusercontent.com/hM_cAPbpZC2IAMilLJHSZ_ALUpF2vih1XwzgINDR0so2vRW3OCyTmxVTN0eMzSfoNUb4S8j5X-uNJsAg=w544-h544-l90-rj
OtITesKvRS8,ON TOP 2,https://s320.djpunjab.is/data/320/55655/304696/On Top 2 - Karan Aujla.mp3,https://lh3.googleusercontent.com/gV7684wT1dyGv7MnoUC-4o8x9sp8ZuaMuvgoUQb0i82BsanSpdOFFb_TWMuzR9u5ZA_oaHbQ_0L86-dT=w544-h544-l90-rj
6qHWwwb44hg,Don't Look 2,https://s320.djpunjab.is/data/320/55654/304695/Dont Look 2 (Original) - Karan Aujla.mp3,https://lh3.googleusercontent.com/r7b1c84k1Zq35An3b5F3BLv2VfnwgLr55xkV7vr0f5xpEaxNRciMd8y7jZ1FPvSdcpPLIN4TRwK5EyUn2g=w544-h544-l90-rj
IGwjTuH7Khc,House Of Lies,https://s320.djpunjab.is/data/320/55586/304623/House Of Lies - Ikka.mp3,https://lh3.googleusercontent.com/HmZ07OCBSnOtK3eqekqKm6lIErDZPKmQTSvbEex9FP5i_OQS2cG_Rp2BWEfTLJQco0a6ENWXtJm7BoD8gw=w544-h544-l90-rj
0DS5jYQeiw0,Winning Speech,https://s320.djpunjab.is/data/320/55537/304551/Winning Speech - Karan Aujla.mp3,https://lh3.googleusercontent.com/mnu2kpE-hPCxQJ33mntkFMt5kmXuUqba4v1BuPvxdVaPB229swK_bujTrkHYrvJJtjGO86lqJ1G5jR0=w544-h544-l90-rj
UzwTBpmFS6s,Goin' Off,https://s320.djpunjab.is/data/320/55495/304494/Goin Off - Karan Aujla.mp3,https://lh3.googleusercontent.com/_FW9vFQPsDzqRUSf23c06Ve408koeipXONPe_geVSeLNWUxln6acrDPALD18SXd2YcMSUcGxi1ncrUZE=w544-h544-l90-rj
T6TfLviDBLg,100 Million,https://p320.djpunjab.is/data/320/55105/303876/100 Million - Karan Aujla.mp3,https://lh3.googleusercontent.com/0NPjPo_qbLgHsrHlBJibjiWrceDGspT7E__TRZQW9VLD8nTioWYLyN4rNpiy5qZWnB-0w1rikxWOiNc-=w544-h544-l90-rj
VARGPatJX0Q,Hisaab (feat. Karan Aujla),https://p320.djpunjab.is/data/320/55105/303875/Hisaab - Karan Aujla.mp3,https://lh3.googleusercontent.com/CszgbRfZJUz21ovA3PlasGOyhEzNET2yAdhk7kApgJT2_8xhFzsFJApWf1PxfIa9ouibWJBGdLKrtGfX=w544-h544-l90-rj
zWOs9xmJ9D8,Nothing Lasts,https://p320.djpunjab.is/data/320/55105/303870/Nothing Lasts - Karan Aujla.mp3,https://lh3.googleusercontent.com/96Po36KcTeXrXUAm6GUQzs7fflluSV6WpNYk3BYoH41Gy3xwCPbXmQPtam6H3NU7d5aQcvBvGT4TkJ0=w544-h544-l90-rj
8288RvzNYbM,Straight Ballin',https://p320.djpunjab.is/data/320/55105/303873/Straight Ballin - Karan Aujla.mp3,https://lh3.googleusercontent.com/96Po36KcTeXrXUAm6GUQzs7fflluSV6WpNYk3BYoH41Gy3xwCPbXmQPtam6H3NU7d5aQcvBvGT4TkJ0=w544-h544-l90-rj
CR004kqXNBQ,Tareefan,https://p320.djpunjab.is/data/320/55105/303872/Tareefan - Karan Aujla.mp3,https://lh3.googleusercontent.com/96Po36KcTeXrXUAm6GUQzs7fflluSV6WpNYk3BYoH41Gy3xwCPbXmQPtam6H3NU7d5aQcvBvGT4TkJ0=w544-h544-l90-rj
l19LOWRouIA,Top Class / Overseas,https://p320.djpunjab.is/data/320/55105/303871/Top Class Overseas - Karan Aujla.mp3,https://lh3.googleusercontent.com/96Po36KcTeXrXUAm6GUQzs7fflluSV6WpNYk3BYoH41Gy3xwCPbXmQPtam6H3NU7d5aQcvBvGT4TkJ0=w544-h544-l90-rj
4CeApFT9JqE,Yaad (feat. Jonita Gandhi),https://p320.djpunjab.is/data/320/55105/303874/Yaad - Karan Aujla.mp3,https://lh3.googleusercontent.com/96Po36KcTeXrXUAm6GUQzs7fflluSV6WpNYk3BYoH41Gy3xwCPbXmQPtam6H3NU7d5aQcvBvGT4TkJ0=w544-h544-l90-rj
a1P55Z1Jugg,Admirin' You (feat. Preston Pablo),https://p320.djpunjab.is/data/320/54172/302542/Admirin You (feat. Preston Pablo) - Karan Aujla.mp3,https://lh3.googleusercontent.com/CwS-QQuTf5ggHK9A9-5Pvn1CQyyALQfNHWP5hl40a6v33HS55zpUAbaT6R3nrnN2DuJTh1vlfTtN5DpO=w544-h544-l90-rj
MMxGRsxpTmQ,Bachke Bachke (feat. Yarah),https://p320.djpunjab.is/data/320/54172/302538/Bachke Bachke (feat. Yarah) - Karan Aujla.mp3,https://lh3.googleusercontent.com/CwS-QQuTf5ggHK9A9-5Pvn1CQyyALQfNHWP5hl40a6v33HS55zpUAbaT6R3nrnN2DuJTh1vlfTtN5DpO=w544-h544-l90-rj
L5MxDinudgg,Champion's Anthem,https://p320.djpunjab.is/data/320/54172/302536/Champions Anthem - Karan Aujla.mp3,https://lh3.googleusercontent.com/CwS-QQuTf5ggHK9A9-5Pvn1CQyyALQfNHWP5hl40a6v33HS55zpUAbaT6R3nrnN2DuJTh1vlfTtN5DpO=w544-h544-l90-rj
SzQvBlDZKVw,"Girl, I Love You (Euro's Intro)","https://p320.djpunjab.is/data/320/54172/302541/Girl, I Love You (Euro S Intro) - Karan Aujla.mp3",https://lh3.googleusercontent.com/CwS-QQuTf5ggHK9A9-5Pvn1CQyyALQfNHWP5hl40a6v33HS55zpUAbaT6R3nrnN2DuJTh1vlfTtN5DpO=w544-h544-l90-rj
fpyBL6J0EuA,Jee Ni Lagda,https://p320.djpunjab.is/data/320/54172/302537/Jee Ni Lagda - Karan Aujla.mp3,https://lh3.googleusercontent.com/CwS-QQuTf5ggHK9A9-5Pvn1CQyyALQfNHWP5hl40a6v33HS55zpUAbaT6R3nrnN2DuJTh1vlfTtN5DpO=w544-h544-l90-rj
